task_id,file,worker,status,mano_cua_status,mano_cua_result,total_steps,compliance,compliance_issues,has_trajectory,trajectory_match,match_confidence,is_duplicate,grade
gridsheet-pr106,worker-03/gridsheet-pr106.json,worker-03,completed,COMPLETED,abnormal,40,pass,,yes,match,,no,A
gridsheet-pr55,worker-03/gridsheet-pr55.json,worker-03,completed,COMPLETED,abnormal,41,pass,,yes,match,,no,A
gridsheet-pr56,worker-03/gridsheet-pr56.json,worker-03,completed,COMPLETED,abnormal,60,pass,,yes,match,,no,A
gridsheet-pr67,worker-03/gridsheet-pr67.json,worker-03,completed,TIMEOUT,abnormal,68,pass,,yes,match,,no,A
ha-fusion-220,worker-03/ha-fusion-220.json,worker-03,completed,COMPLETED,unclear,48,pass,,yes,match,,no,A
hassio-trash-card-141,worker-03/hassio-trash-card-141.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
hassio-trash-card-164,worker-03/hassio-trash-card-164.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
hassio-trash-card-322,worker-03/hassio-trash-card-322.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
hassio-trash-card-408,worker-03/hassio-trash-card-408.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
hastic-grafana-app-316,worker-03/hastic-grafana-app-316.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
hastic-grafana-app-317,worker-03/hastic-grafana-app-317.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
inbox-372,worker-03/inbox-372.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
inbox-428,worker-03/inbox-428.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
inbox-43,worker-03/inbox-43.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
inbox-440,worker-03/inbox-440.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
inbox-568,worker-03/inbox-568.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
inbox-577,worker-03/inbox-577.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
inbox-pr584,worker-03/inbox-pr584.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
insights-755,worker-03/insights-755.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
it-tools-1110,worker-03/it-tools-1110.json,worker-03,completed,COMPLETED,unclear,24,pass,,yes,match,,no,A
it-tools-555,worker-03/it-tools-555.json,worker-03,completed,COMPLETED,abnormal,9,pass,,yes,match,,no,A
it-tools-652,worker-03/it-tools-652.json,worker-03,completed,COMPLETED,abnormal,35,pass,,yes,match,,no,A
jest-preview-138,worker-03/jest-preview-138.json,worker-03,completed,COMPLETED,normal,4,pass,,yes,match,,no,A
jest-preview-207,worker-03/jest-preview-207.json,worker-03,completed,COMPLETED,abnormal,24,pass,,yes,match,,no,A
jest-preview-258,worker-03/jest-preview-258.json,worker-03,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
jest-preview-pr286,worker-03/jest-preview-pr286.json,worker-03,completed,COMPLETED,unclear,10,pass,,yes,match,,no,A
jest-preview-pr309,worker-03/jest-preview-pr309.json,worker-03,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
jodit-514,worker-03/jodit-514.json,worker-03,completed,COMPLETED,abnormal,14,pass,,yes,match,,no,A
kalendar-75,worker-03/kalendar-75.json,worker-03,completed,COMPLETED,abnormal,68,fail,#9,yes,match,,yes,C
linuxdo-scripts-155,worker-03/linuxdo-scripts-155.json,worker-03,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
linuxdo-scripts-pr186,worker-03/linuxdo-scripts-pr186.json,worker-03,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
linuxdo-scripts-pr223,worker-03/linuxdo-scripts-pr223.json,worker-03,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
linuxdo-scripts-pr269,worker-03/linuxdo-scripts-pr269.json,worker-03,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
linuxdo-scripts-pr286,worker-03/linuxdo-scripts-pr286.json,worker-03,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
lms-1821,worker-03/lms-1821.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
lms-1909,worker-03/lms-1909.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
lms-1914,worker-03/lms-1914.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
lms-1917,worker-03/lms-1917.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
lms-2006,worker-03/lms-2006.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
lms-2069,worker-03/lms-2069.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
lms-2079,worker-03/lms-2079.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
mapbox-gl-draw-684,worker-03/mapbox-gl-draw-684.json,worker-03,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
mapbox-gl-draw-pr1008,worker-03/mapbox-gl-draw-pr1008.json,worker-03,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
mapbox-gl-draw-pr1039,worker-03/mapbox-gl-draw-pr1039.json,worker-03,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
mapbox-gl-draw-pr1320,worker-03/mapbox-gl-draw-pr1320.json,worker-03,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
mapbox-gl-draw-pr1341,worker-03/mapbox-gl-draw-pr1341.json,worker-03,failed,STOPPED,unclear,37,warn,"#15, #16",N/A,N/A,,no,A
mapbox-gl-draw-pr1428,worker-03/mapbox-gl-draw-pr1428.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
mint-ui-490,worker-03/mint-ui-490.json,worker-03,completed,COMPLETED,abnormal,65,pass,,yes,match,,no,A
mui-rte-135,worker-03/mui-rte-135.json,worker-03,completed,COMPLETED,unclear,37,pass,,yes,match,,no,A
mui-rte-139,worker-03/mui-rte-139.json,worker-03,completed,KILLED,normal,60,pass,,yes,match,,no,A
mui-rte-142,worker-03/mui-rte-142.json,worker-03,completed,COMPLETED,normal,21,pass,,yes,match,,no,A
mui-rte-184,worker-03/mui-rte-184.json,worker-03,completed,COMPLETED,normal,6,pass,,yes,match,,no,A
mui-rte-189,worker-03/mui-rte-189.json,worker-03,completed,COMPLETED,abnormal,9,pass,,yes,match,,no,A
mui-rte-3,worker-03/mui-rte-3.json,worker-03,completed,COMPLETED,abnormal,35,pass,,yes,match,,no,A
mui-rte-pr102,worker-03/mui-rte-pr102.json,worker-03,completed,COMPLETED,normal,21,pass,,yes,match,,no,A
mui-rte-pr117,worker-03/mui-rte-pr117.json,worker-03,completed,COMPLETED,normal,16,pass,,yes,match,,no,A
mui-tiptap-197,worker-03/mui-tiptap-197.json,worker-03,completed,COMPLETED,abnormal,24,pass,,yes,match,,no,A
mui-tiptap-228,worker-03/mui-tiptap-228.json,worker-03,completed,COMPLETED,normal,31,pass,,yes,match,,no,A
mui-tiptap-334,worker-03/mui-tiptap-334.json,worker-03,completed,ERROR,unclear,40,pass,,no_result_desc,N/A,,no,D
mui-tiptap-pr214,worker-03/mui-tiptap-pr214.json,worker-03,completed,COMPLETED,normal,17,pass,,yes,match,,no,A
mui-tiptap-pr231,worker-03/mui-tiptap-pr231.json,worker-03,completed,COMPLETED,abnormal,34,pass,,yes,match,,no,A
mui-tiptap-pr406,worker-03/mui-tiptap-pr406.json,worker-03,completed,ERROR,abnormal,44,pass,,yes,match,,no,A
mui-tiptap-pr418,worker-03/mui-tiptap-pr418.json,worker-03,completed,COMPLETED,unclear,32,pass,,yes,match,,no,A
mui-tiptap-pr481,worker-03/mui-tiptap-pr481.json,worker-03,completed,ERROR,abnormal,38,pass,,yes,match,,no,A
muya-45,worker-03/muya-45.json,worker-03,completed,ERROR,normal,40,pass,,yes,match,,no,A
muya-pr103,worker-03/muya-pr103.json,worker-03,completed,COMPLETED,abnormal,45,pass,,yes,match,,no,A
next-redux-wrapper-325,worker-03/next-redux-wrapper-325.json,worker-03,completed,COMPLETED,normal,15,fail,#9,yes,match,,yes,C
ngx-clipboard-147,worker-03/ngx-clipboard-147.json,worker-03,completed,COMPLETED,abnormal,46,pass,,yes,match,,no,A
ngx-infinite-scroll-128,worker-03/ngx-infinite-scroll-128.json,worker-03,completed,COMPLETED,unclear,11,pass,,yes,match,,no,A
ngx-infinite-scroll-28,worker-03/ngx-infinite-scroll-28.json,worker-03,completed,COMPLETED,unclear,10,pass,,yes,match,,no,A
ngx-infinite-scroll-40,worker-03/ngx-infinite-scroll-40.json,worker-03,completed,SKIPPED,unclear,0,fail,#6,no,N/A,,no,D
ngx-infinite-scroll-pr235,worker-03/ngx-infinite-scroll-pr235.json,worker-03,completed,SKIPPED,unclear,0,fail,#6,no,N/A,,no,D
ngx-infinite-scroll-pr262,worker-03/ngx-infinite-scroll-pr262.json,worker-03,completed,SKIPPED,unclear,0,fail,#6,no,N/A,,no,D
ngx-infinite-scroll-pr282,worker-03/ngx-infinite-scroll-pr282.json,worker-03,completed,SKIPPED,unclear,0,fail,#6,no,N/A,,no,D
ngx-infinite-scroll-pr369,worker-03/ngx-infinite-scroll-pr369.json,worker-03,completed,SKIPPED,unclear,0,fail,#6,no,N/A,,no,D
ngx-infinite-scroll-pr386,worker-03/ngx-infinite-scroll-pr386.json,worker-03,completed,SKIPPED,unclear,0,fail,#6,no,N/A,,no,D
ngx-scrollbar-109,worker-03/ngx-scrollbar-109.json,worker-03,completed,COMPLETED,normal,60,pass,,yes,match,,no,A
ngx-scrollbar-217,worker-03/ngx-scrollbar-217.json,worker-03,completed,COMPLETED,normal,37,pass,,yes,match,,no,A
ngx-scrollbar-266,worker-03/ngx-scrollbar-266.json,worker-03,completed,COMPLETED,abnormal,40,pass,,yes,match,,no,A
ngx-scrollbar-33,worker-03/ngx-scrollbar-33.json,worker-03,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
ngx-scrollbar-615,worker-03/ngx-scrollbar-615.json,worker-03,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
ngx-scrollbar-669,worker-03/ngx-scrollbar-669.json,worker-03,completed,COMPLETED,unclear,60,pass,,yes,match,,no,A
ngx-scrollbar-674,worker-03/ngx-scrollbar-674.json,worker-03,completed,COMPLETED,normal,56,pass,,no_result_desc,N/A,,no,D
ngx-scrollbar-pr449,worker-03/ngx-scrollbar-pr449.json,worker-03,completed,COMPLETED,abnormal,17,pass,,yes,match,,no,A
nuxt-module-220,worker-03/nuxt-module-220.json,worker-03,completed,TIMEOUT,normal,84,warn,#10,yes,match,,no,B
open5e-737,worker-03/open5e-737.json,worker-03,completed,COMPLETED,normal,57,pass,,yes,match,,no,A
open5e-762,worker-03/open5e-762.json,worker-03,completed,COMPLETED,abnormal,22,pass,,yes,match,,no,A
open5e-783,worker-03/open5e-783.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
pluely-153,worker-03/pluely-153.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
poster-design-pr110,worker-03/poster-design-pr110.json,worker-03,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
poster-design-pr137,worker-03/poster-design-pr137.json,worker-03,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
poster-design-pr168,worker-03/poster-design-pr168.json,worker-03,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
poster-design-pr57,worker-03/poster-design-pr57.json,worker-03,completed,COMPLETED,unclear,25,pass,,yes,match,,no,A
poster-design-pr71,worker-03/poster-design-pr71.json,worker-03,completed,COMPLETED,abnormal,19,pass,,yes,match,,no,A
poster-design-pr95,worker-03/poster-design-pr95.json,worker-03,completed,COMPLETED,unclear,26,pass,,yes,match,,no,A
react-bootstrap-6314,worker-03/react-bootstrap-6314.json,worker-03,completed,COMPLETED,normal,25,pass,,yes,match,,no,A
react-bootstrap-6393,worker-03/react-bootstrap-6393.json,worker-03,completed,COMPLETED,normal,66,pass,,yes,match,,no,A
react-bootstrap-6421,worker-03/react-bootstrap-6421.json,worker-03,completed,COMPLETED,abnormal,64,pass,,yes,match,,no,A
react-bootstrap-6491,worker-03/react-bootstrap-6491.json,worker-03,completed,COMPLETED,abnormal,6,pass,,yes,match,,no,A
react-bootstrap-6507,worker-03/react-bootstrap-6507.json,worker-03,completed,COMPLETED,abnormal,44,pass,,yes,match,,no,A
react-markdown-editor-lite-pr17,worker-03/react-markdown-editor-lite-pr17.json,worker-03,completed,COMPLETED,normal,28,pass,,yes,match,,no,A
react-markdown-editor-lite-pr23,worker-03/react-markdown-editor-lite-pr23.json,worker-03,completed,COMPLETED,normal,43,pass,,yes,match,,no,A
react-markdown-editor-lite-pr3,worker-03/react-markdown-editor-lite-pr3.json,worker-03,completed,COMPLETED,normal,26,pass,,yes,match,,no,A
react-markdown-editor-lite-pr5,worker-03/react-markdown-editor-lite-pr5.json,worker-03,completed,COMPLETED,abnormal,15,pass,,yes,match,,no,A
react-markdown-editor-lite-pr85,worker-03/react-markdown-editor-lite-pr85.json,worker-03,completed,COMPLETED,abnormal,40,pass,,yes,match,,no,A
roomy-109,worker-03/roomy-109.json,worker-03,failed,,,,warn,#16,N/A,N/A,,no,A
roomy-223,worker-03/roomy-223.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
roomy-227,worker-03/roomy-227.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
roomy-pr271,worker-03/roomy-pr271.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
roomy-pr532,worker-03/roomy-pr532.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
roomy-pr595,worker-03/roomy-pr595.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
roomy-pr600,worker-03/roomy-pr600.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
roomy-pr610,worker-03/roomy-pr610.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
saleor-dashboard-5985,worker-03/saleor-dashboard-5985.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
saltcorn-3596,worker-03/saltcorn-3596.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
saltcorn-3859,worker-03/saltcorn-3859.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
shopify-268,worker-03/shopify-268.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
sim-3922,worker-03/sim-3922.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
sim-3974,worker-03/sim-3974.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
spotlight-190,worker-03/spotlight-190.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
spotlight-248,worker-03/spotlight-248.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
svelte-highlight-258,worker-03/svelte-highlight-258.json,worker-03,completed,COMPLETED,unclear,41,pass,,yes,match,,no,A
svelte-splitpanes-3,worker-03/svelte-splitpanes-3.json,worker-03,completed,KILLED_MAX_STEPS,abnormal,80,fail,#9,no,N/A,,yes,D
svelte-typeahead-34,worker-03/svelte-typeahead-34.json,worker-03,completed,COMPLETED,abnormal,39,pass,,yes,match,,no,A
svelte-typeahead-47,worker-03/svelte-typeahead-47.json,worker-03,completed,COMPLETED,unclear,59,pass,,yes,match,,no,A
svelte-typeahead-56,worker-03/svelte-typeahead-56.json,worker-03,completed,COMPLETED,normal,15,pass,,yes,match,,no,A
svelte-typeahead-66,worker-03/svelte-typeahead-66.json,worker-03,completed,COMPLETED,abnormal,62,pass,,yes,match,,no,A
trello-kanban-analysis-tool-32,worker-03/trello-kanban-analysis-tool-32.json,worker-03,completed,COMPLETED,unclear,27,pass,,yes,match,,no,A
ui-3225,worker-03/ui-3225.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
wanderlust-392,worker-03/wanderlust-392.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
zardui-207,worker-03/zardui-207.json,worker-03,completed,COMPLETED,abnormal,12,pass,,yes,match,,no,A
zardui-251,worker-03/zardui-251.json,worker-03,completed,COMPLETED,abnormal,3,pass,,yes,match,,no,A
zardui-418,worker-03/zardui-418.json,worker-03,completed,COMPLETED,abnormal,30,pass,,yes,match,,no,A
zardui-450,worker-03/zardui-450.json,worker-03,completed,COMPLETED,abnormal,38,pass,,yes,match,,no,A
zardui-451,worker-03/zardui-451.json,worker-03,completed,COMPLETED,abnormal,27,pass,,yes,match,,no,A
zardui-474,worker-03/zardui-474.json,worker-03,completed,COMPLETED,normal,22,pass,,yes,match,,no,A
zardui-491,worker-03/zardui-491.json,worker-03,completed,COMPLETED,unclear,32,pass,,yes,match,,no,A
zardui-500,worker-03/zardui-500.json,worker-03,completed,COMPLETED,normal,5,pass,,yes,match,,no,A
Eve-586,worker-04/Eve-586.json,worker-04,completed,COMPLETED,unclear,14,fail,#6,no,N/A,,no,D
Eve-703,worker-04/Eve-703.json,worker-04,completed,SKIPPED,unclear,0,fail,#6,no,N/A,,no,D
Eve-704,worker-04/Eve-704.json,worker-04,completed,SKIPPED,unclear,0,fail,#6,no,N/A,,no,D
Eve-834,worker-04/Eve-834.json,worker-04,completed,SKIPPED,unclear,0,fail,#6,no,N/A,,no,D
Eve-835,worker-04/Eve-835.json,worker-04,completed,SKIPPED,unclear,0,fail,#6,no,N/A,,no,D
Eve-837,worker-04/Eve-837.json,worker-04,completed,SKIPPED,unclear,0,fail,#6,no,N/A,,no,D
Eve-pr736,worker-04/Eve-pr736.json,worker-04,completed,SKIPPED,unclear,0,fail,#6,no,N/A,,no,D
Eve-pr877,worker-04/Eve-pr877.json,worker-04,completed,SKIPPED,unclear,0,fail,#6,no,N/A,,no,D
Semantic-UI-React-3615,worker-04/Semantic-UI-React-3615.json,worker-04,failed,,,,pass,,N/A,N/A,,no,A
VyManager-169,worker-04/VyManager-169.json,worker-04,failed,,,,pass,,N/A,N/A,,no,A
alpine-theme-57,worker-04/alpine-theme-57.json,worker-04,completed,COMPLETED,unclear,66,pass,,yes,match,,no,A
am-editor-pr245,worker-04/am-editor-pr245.json,worker-04,completed,SKIPPED,deploy_failed,,fail,"#4, #5, #6, #11",no,N/A,,no,D
am-editor-pr305,worker-04/am-editor-pr305.json,worker-04,completed,SKIPPED,deploy_failed,,fail,"#4, #5, #6, #11",no,N/A,,no,D
am-editor-pr36,worker-04/am-editor-pr36.json,worker-04,completed,SKIPPED,deploy_failed,,fail,"#4, #5, #6, #11",no,N/A,,no,D
angular-datepicker-163,worker-04/angular-datepicker-163.json,worker-04,completed,COMPLETED,abnormal,27,pass,,yes,match,,no,A
angular-datepicker-189,worker-04/angular-datepicker-189.json,worker-04,completed,COMPLETED,abnormal,68,pass,,yes,match,,no,A
angular-datepicker-225,worker-04/angular-datepicker-225.json,worker-04,completed,COMPLETED,abnormal,9,pass,,yes,match,,no,A
angular-datepicker-235,worker-04/angular-datepicker-235.json,worker-04,completed,COMPLETED,abnormal,51,pass,,yes,match,,no,A
apollo-pr274,worker-04/apollo-pr274.json,worker-04,completed,SKIPPED,deploy_failed,,fail,"#4, #5, #6, #11",no,N/A,,no,D
apollo-pr330,worker-04/apollo-pr330.json,worker-04,completed,SKIPPED,deploy_failed,,fail,"#4, #5, #6, #11",no,N/A,,no,D
apollo-pr362,worker-04/apollo-pr362.json,worker-04,completed,SKIPPED,deploy_failed,,fail,"#4, #5, #6, #11",no,N/A,,no,D
axios-module-166,worker-04/axios-module-166.json,worker-04,completed,COMPLETED,abnormal,35,pass,,yes,match,,no,A
axios-module-pr364,worker-04/axios-module-pr364.json,worker-04,completed,SKIPPED,deploy_failed,,fail,"#4, #5, #6, #11",no,N/A,,no,D
axios-module-pr414,worker-04/axios-module-pr414.json,worker-04,completed,SKIPPED,deploy_failed,,fail,"#4, #5, #6, #11",no,N/A,,no,D
axios-module-pr424,worker-04/axios-module-pr424.json,worker-04,completed,SKIPPED,deploy_failed,,fail,"#4, #5, #6, #11",no,N/A,,no,D
charts-201,worker-04/charts-201.json,worker-04,failed,,,,pass,,N/A,N/A,,no,A
coracle-474,worker-04/coracle-474.json,worker-04,completed,ERROR,unclear,35,pass,,no_result_desc,N/A,,no,D
coracle-486,worker-04/coracle-486.json,worker-04,completed,STOPPED_BY_USER,unclear,26,pass,,yes,match,,no,A
coracle-517,worker-04/coracle-517.json,worker-04,completed,SKIPPED,unclear,0,fail,#6,no,N/A,,no,D
coracle-524,worker-04/coracle-524.json,worker-04,completed,SKIPPED,unclear,0,fail,#6,no,N/A,,no,D
coracle-526,worker-04/coracle-526.json,worker-04,completed,SKIPPED,unclear,0,fail,#6,no,N/A,,no,D
coracle-530,worker-04/coracle-530.json,worker-04,completed,SKIPPED,unclear,0,fail,#6,no,N/A,,no,D
coracle-pr396,worker-04/coracle-pr396.json,worker-04,completed,SKIPPED,unclear,0,fail,#6,no,N/A,,no,D
coracle-pr496,worker-04/coracle-pr496.json,worker-04,completed,SKIPPED,unclear,0,fail,#6,no,N/A,,no,D
discord-data-package-explorer-16,worker-04/discord-data-package-explorer-16.json,worker-04,completed,HARD_TIMEOUT,unclear,66,pass,,yes,match,,no,A
discord-data-package-explorer-pr11,worker-04/discord-data-package-explorer-pr11.json,worker-04,completed,SKIPPED,unclear,,fail,"#4, #6",no,N/A,,no,D
discord-data-package-explorer-pr30,worker-04/discord-data-package-explorer-pr30.json,worker-04,completed,SKIPPED,unclear,,fail,"#4, #6",no,N/A,,no,D
drawnix-141,worker-04/drawnix-141.json,worker-04,completed,COMPLETED,abnormal,None,fail,#6,no,N/A,,no,D
drawnix-pr274,worker-04/drawnix-pr274.json,worker-04,completed,COMPLETED,abnormal,None,fail,#6,no,N/A,,no,D
drawnix-pr318,worker-04/drawnix-pr318.json,worker-04,completed,STOPPED_BY_USER,unclear,None,pass,,no_result_desc,N/A,,no,D
drawnix-pr333,worker-04/drawnix-pr333.json,worker-04,completed,STOPPED_BY_USER,abnormal,47,pass,,no_result_desc,N/A,,no,D
drawnix-pr368,worker-04/drawnix-pr368.json,worker-04,completed,COMPLETED,abnormal,46,fail,#6,no,N/A,,no,D
drawnix-pr376,worker-04/drawnix-pr376.json,worker-04,completed,STOPPED_BY_USER,unclear,68,pass,,yes,match,,no,A
ebook-reader-258,worker-04/ebook-reader-258.json,worker-04,completed,COMPLETED,abnormal,33,pass,,yes,match,,no,A
elements-874,worker-04/elements-874.json,worker-04,failed,,,,warn,#14,N/A,N/A,,no,A
fonts-352,worker-04/fonts-352.json,worker-04,completed,HARD_TIMEOUT,normal,61,pass,,yes,match,,no,A
fonts-371,worker-04/fonts-371.json,worker-04,completed,SKIPPED,deploy_failed,,fail,"#4, #5, #6, #11",no,N/A,,no,D
fonts-382,worker-04/fonts-382.json,worker-04,completed,SKIPPED,deploy_failed,,fail,"#4, #5, #6, #11",no,N/A,,no,D
fonts-pr274,worker-04/fonts-pr274.json,worker-04,completed,SKIPPED,deploy_failed,,fail,"#4, #5, #6, #11",no,N/A,,no,D
form-builder-60,worker-04/form-builder-60.json,worker-04,completed,COMPLETED,abnormal,14,pass,,yes,match,,no,A
form-builder-63,worker-04/form-builder-63.json,worker-04,completed,HARD_TIMEOUT,abnormal,24,pass,,yes,match,,no,A
form-builder-pr27,worker-04/form-builder-pr27.json,worker-04,completed,COMPLETED,abnormal,15,pass,,yes,match,,no,A
form-builder-pr36,worker-04/form-builder-pr36.json,worker-04,completed,COMPLETED,abnormal,10,pass,,yes,match,,no,A
form-builder-pr64,worker-04/form-builder-pr64.json,worker-04,completed,HARD_TIMEOUT,abnormal,32,pass,,yes,match,,no,A
form-builder-pr78,worker-04/form-builder-pr78.json,worker-04,completed,COMPLETED,abnormal,30,pass,,yes,error,,no,A
form-builder-pr97,worker-04/form-builder-pr97.json,worker-04,completed,COMPLETED,abnormal,21,pass,,yes,match,,no,A
gateway-2079,worker-04/gateway-2079.json,worker-04,failed,,,,warn,#14,N/A,N/A,,no,A
gateway-2366,worker-04/gateway-2366.json,worker-04,failed,,,,warn,#14,N/A,N/A,,no,A
gateway-2940,worker-04/gateway-2940.json,worker-04,failed,,,,warn,#14,N/A,N/A,,no,A
gateway-3037,worker-04/gateway-3037.json,worker-04,failed,,,,warn,#14,N/A,N/A,,no,A
gateway-3122,worker-04/gateway-3122.json,worker-04,failed,,,,warn,#14,N/A,N/A,,no,A
helpdesk-2669,worker-04/helpdesk-2669.json,worker-04,failed,,,,warn,#14,N/A,N/A,,no,A
heynote-132,worker-04/heynote-132.json,worker-04,completed,SKIPPED,unclear,0,fail,#6,no,N/A,,no,D
heynote-195,worker-04/heynote-195.json,worker-04,completed,STOPPED_BY_USER,unclear,15,pass,,no_result_desc,N/A,,no,D
heynote-21,worker-04/heynote-21.json,worker-04,completed,ERROR,reproduced,41,fail,#5,no_result_desc,N/A,,no,D
heynote-308,worker-04/heynote-308.json,worker-04,completed,COMPLETED,abnormal,39,pass,,yes,match,,no,A
heynote-314,worker-04/heynote-314.json,worker-04,completed,COMPLETED,abnormal,51,pass,,yes,match,,no,A
heynote-357,worker-04/heynote-357.json,worker-04,completed,TIMEOUT,unclear,69,pass,,no_result_desc,N/A,,no,D
heynote-43,worker-04/heynote-43.json,worker-04,completed,COMPLETED,normal,14,pass,,yes,match,,no,A
heynote-434,worker-04/heynote-434.json,worker-04,completed,COMPLETED,normal,10,pass,,yes,mismatch,,no,A
homer-pr239,worker-04/homer-pr239.json,worker-04,completed,HARD_TIMEOUT,unclear,45,pass,,yes,match,,no,A
homer-pr640,worker-04/homer-pr640.json,worker-04,completed,HARD_TIMEOUT,unclear,37,pass,,yes,match,,no,A
homer-pr734,worker-04/homer-pr734.json,worker-04,completed,COMPLETED,abnormal,5,pass,,yes,match,,no,A
homer-pr980,worker-04/homer-pr980.json,worker-04,completed,COMPLETED,abnormal,47,pass,,yes,match,,no,A
insights-647,worker-04/insights-647.json,worker-04,failed,,,,warn,#14,N/A,N/A,,no,A
insights-744,worker-04/insights-744.json,worker-04,failed,,,,warn,#14,N/A,N/A,,no,A
inspira-ui-87,worker-04/inspira-ui-87.json,worker-04,completed,COMPLETED,abnormal,16,pass,,yes,mismatch,,no,A
inspira-ui-pr260,worker-04/inspira-ui-pr260.json,worker-04,completed,SKIPPED,deploy_failed,,fail,"#4, #5, #6, #11",no,N/A,,no,D
inspira-ui-pr263,worker-04/inspira-ui-pr263.json,worker-04,completed,SKIPPED,deploy_failed,,fail,"#4, #5, #6, #11",no,N/A,,no,D
inspira-ui-pr268,worker-04/inspira-ui-pr268.json,worker-04,completed,SKIPPED,deploy_failed,,fail,"#4, #5, #6, #11",no,N/A,,no,D
juice-shop-3126,worker-04/juice-shop-3126.json,worker-04,failed,,,,pass,,N/A,N/A,,no,A
juice-shop-3148,worker-04/juice-shop-3148.json,worker-04,failed,,,,pass,,N/A,N/A,,no,A
karakeep-1669,worker-04/karakeep-1669.json,worker-04,completed,COMPLETED,unclear,42,pass,,yes,match,,no,A
karakeep-2242,worker-04/karakeep-2242.json,worker-04,completed,COMPLETED,abnormal,42,pass,,yes,match,,no,A
maplibre-gl-js-3110,worker-04/maplibre-gl-js-3110.json,worker-04,failed,,,,pass,,N/A,N/A,,no,A
maplibre-gl-js-4125,worker-04/maplibre-gl-js-4125.json,worker-04,failed,,,,pass,,N/A,N/A,,no,A
maplibre-gl-js-4853,worker-04/maplibre-gl-js-4853.json,worker-04,completed,TIMEOUT,abnormal,67,pass,,yes,match,,no,A
maplibre-gl-js-7185,worker-04/maplibre-gl-js-7185.json,worker-04,completed,COMPLETED,unclear,67,pass,,yes,match,,no,A
maplibre-gl-js-7277,worker-04/maplibre-gl-js-7277.json,worker-04,completed,COMPLETED,abnormal,21,pass,,yes,match,,no,A
maplibre-gl-js-7314,worker-04/maplibre-gl-js-7314.json,worker-04,completed,COMPLETED,abnormal,31,pass,,yes,match,,no,A
multiple-select-308,worker-04/multiple-select-308.json,worker-04,completed,COMPLETED,normal,10,pass,,yes,match,,no,A
